RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9358,15009358,Jones,414,Germany,Female,28,3,56502.75,2,0,1,143139.19,1
9359,15009359,Jones,422,France,Female,62,7,49002.65,2,1,1,136086.77,1
9360,15009360,Smith,523,France,Female,66,9,49341.14,1,0,0,140112.03,1
9361,15009361,Williams,816,Germany,Female,20,3,162833.24,2,0,1,33667.42,1
9362,15009362,Smith,396,Germany,Female,49,8,156161.38,3,1,1,126509.3,0
9363,15009363,Johnson,576,Spain,Female,49,0,114075,1,1,0,25132.33,0
9364,15009364,Williams,575,Germany,Female,40,5,159521.39,3,0,0,21004.64,0
9365,15009365,Miller,475,France,Female,51,8,36390.75,4,0,1,16966.98,1
9366,15009366,Miller,542,Spain,Male,24,1,5145.72,1,0,1,33623.56,0
9367,15009367,Rodriguez,659,Spain,Male,41,0,105833.35,4,1,1,95298.1,0
9368,15009368,Williams,389,France,Female,43,2,71947.04,2,1,0,23087.62,1
9369,15009369,Brown,734,Spain,Female,64,4,189573.62,2,1,0,66874.62,0
9370,15009370,Smith,847,France,Female,31,10,167244.84,4,0,0,67034.58,1
9371,15009371,Brown,399,Spain,Female,43,9,129624.26,4,0,1,105843.16,1
9372,15009372,Davis,746,France,Female,52,2,170176.2,4,1,1,126269.91,0
9373,15009373,Williams,608,France,Female,39,1,88081.82,3,1,1,110713.79,1
9374,15009374,Miller,407,Spain,Female,35,8,5416.04,3,1,0,93077.12,0
9375,15009375,Miller,689,Germany,Female,45,3,194111.26,3,0,0,132268.76,0
9376,15009376,Brown,655,Germany,Male,26,8,29622.05,3,1,1,69035.16,1
9377,15009377,Garcia,506,France,Male,50,0,94109.64,3,0,1,91875.83,0
9378,15009378,Davis,373,Germany,Male,42,4,93627.49,1,1,0,137070.77,1
9379,15009379,Rodriguez,424,France,Male,49,4,104395.19,3,1,1,110928.58,1
9380,15009380,Miller,630,Spain,Female,70,10,22984.45,4,1,1,74504.07,1
9381,15009381,Smith,829,Germany,Male,18,6,114985.08,1,1,1,85279.91,0
9382,15009382,Miller,601,Spain,Male,67,5,114169.77,3,1,1,104900.96,0
9383,15009383,Johnson,797,France,Female,42,3,21307.99,4,0,0,64216.69,0
9384,15009384,Garcia,385,Germany,Female,20,1,138630.93,3,0,0,73703.66,1
9385,15009385,Davis,374,Spain,Male,58,6,113940.04,3,1,1,67502.46,1
9386,15009386,Williams,718,Germany,Female,29,4,146753.76,1,1,0,114215.42,0
9387,15009387,Johnson,562,Spain,Male,46,7,177367.34,1,1,1,85401.32,1
9388,15009388,Jones,633,France,Female,35,9,56044.87,1,1,1,31910.65,0
9389,15009389,Williams,587,France,Male,24,5,196206.13,1,1,0,70770.77,0
9390,15009390,Jones,536,Spain,Male,47,8,195828.37,1,1,1,81142.61,0
9391,15009391,Martinez,576,France,Male,46,5,199631.14,3,1,0,123987.05,1
9392,15009392,Martinez,600,Spain,Male,46,1,51943.96,3,0,1,94191.13,0
9393,15009393,Williams,683,Germany,Male,28,10,146868.28,1,1,0,137574.53,0
9394,15009394,Martinez,362,Germany,Male,54,9,188630.69,1,0,0,26490.59,0
9395,15009395,Brown,474,Spain,Female,40,2,2707.01,2,0,0,40693.44,1
9396,15009396,Miller,595,Germany,Female,39,3,170392.28,4,0,1,118003.53,0
9397,15009397,Martinez,789,Spain,Female,25,3,7644.14,2,0,0,56758.41,1
9398,15009398,Williams,632,Germany,Male,26,0,90338.94,2,0,0,80363.43,1
9399,15009399,Martinez,471,France,Female,34,2,136320.31,2,0,1,127364.52,0
9400,15009400,Brown,353,Spain,Male,54,3,5662.05,2,1,1,51425.5,0
9401,15009401,Williams,594,Spain,Male,57,1,50269.63,2,1,0,149175.11,0
9402,15009402,Williams,731,Germany,Male,58,4,110260.14,2,0,0,80200.02,0
9403,15009403,Williams,398,France,Female,53,5,170102.19,4,1,1,135078.36,1
9404,15009404,Garcia,409,Germany,Male,18,1,122489.03,2,0,0,40835.35,0
9405,15009405,Brown,524,France,Female,27,4,91861.08,1,1,0,33326.25,1
9406,15009406,Rodriguez,822,Germany,Male,30,8,65025.82,4,0,0,141320.89,1
9407,15009407,Johnson,793,Spain,Male,50,6,150604.82,4,0,1,18900.88,1
9408,15009408,Miller,599,Germany,Female,60,7,146278.68,4,1,0,78661.64,1
9409,15009409,Williams,769,Germany,Female,46,4,141672.86,3,1,1,108477.54,0
9410,15009410,Garcia,441,France,Male,40,5,43387.83,2,1,1,102145.97,0
9411,15009411,Miller,401,Spain,Male,37,2,171139.63,2,0,1,32059.71,1
9412,15009412,Brown,803,Spain,Male,33,8,126696.89,4,0,1,24025.74,0
9413,15009413,Smith,655,Germany,Male,56,7,28718.22,1,0,1,18713.96,1
9414,15009414,Johnson,679,Germany,Female,55,2,34825.92,4,1,1,11150.52,1
9415,15009415,Garcia,836,Germany,Female,31,3,120772.54,2,0,1,147606.85,0
9416,15009416,Jones,448,Germany,Female,50,10,69047.21,3,0,1,75143.28,1
9417,15009417,Johnson,421,Germany,Male,69,1,172454.6,3,1,1,107950.91,0
9418,15009418,Miller,821,France,Female,63,10,147941.64,2,1,1,104086.72,1
9419,15009419,Rodriguez,627,Spain,Female,20,3,141194.47,1,0,0,39768.6,0
9420,15009420,Brown,361,Spain,Male,27,7,171741.71,1,1,0,81625.42,0
9421,15009421,Johnson,590,France,Female,36,0,48986.41,2,1,1,21103.16,0
9422,15009422,Jones,691,Germany,Male,63,7,195982.81,3,0,0,85523.04,1
9423,15009423,Rodriguez,416,Germany,Female,53,2,176482.49,2,0,0,134837.53,1
9424,15009424,Davis,728,Germany,Female,18,9,149812.22,2,1,0,53369.68,1
9425,15009425,Davis,553,Germany,Female,29,0,49509.82,2,1,1,56145.79,0
9426,15009426,Miller,786,France,Female,60,6,125156.13,1,1,1,53587.54,0
9427,15009427,Davis,562,Spain,Male,20,5,2902.03,1,1,0,141515.78,1
9428,15009428,Miller,802,Germany,Female,68,8,130152.19,3,0,1,141138.18,1
9429,15009429,Smith,840,Spain,Male,34,0,198239.11,2,0,0,137852.54,0
9430,15009430,Jones,620,France,Male,55,3,19109.42,2,1,0,63684.43,0
9431,15009431,Garcia,813,Germany,Female,34,8,23277.73,3,0,0,50759.19,0
9432,15009432,Garcia,629,Germany,Male,26,6,15688.26,2,1,1,73687.12,1
9433,15009433,Williams,666,France,Female,63,3,24708.98,2,1,0,107171.03,0
9434,15009434,Smith,352,Germany,Female,60,2,151878.11,2,1,0,63937.43,0
9435,15009435,Jones,522,France,Female,50,10,160706.62,4,0,1,33433.2,1
9436,15009436,Smith,618,Spain,Female,62,1,71286.35,4,1,0,70398.19,1
9437,15009437,Miller,415,Spain,Female,27,3,6951.79,4,1,1,42902.71,1
9438,15009438,Jones,494,France,Female,63,1,10505.98,4,0,1,136939.54,0
9439,15009439,Jones,544,Spain,Female,70,4,63886.85,3,1,1,47206.42,1
9440,15009440,Brown,571,Spain,Female,51,6,116397.96,2,0,0,56544.47,0
9441,15009441,Brown,533,France,Male,67,4,137209.22,4,1,1,90642.26,0
9442,15009442,Rodriguez,550,Spain,Female,65,5,106503.08,2,1,1,26213.55,1
9443,15009443,Miller,666,Germany,Female,46,1,12871.99,2,0,1,140426.09,1
9444,15009444,Johnson,362,France,Female,47,1,89033.25,4,1,1,87826.69,0
9445,15009445,Davis,726,France,Male,27,6,112857.65,1,1,0,118973.22,0
9446,15009446,Garcia,634,Spain,Female,57,9,143304.55,2,1,1,38528.01,1
9447,15009447,Davis,367,Spain,Female,67,3,49466.63,3,0,1,94191.93,1
9448,15009448,Martinez,432,Spain,Female,39,7,189826.94,3,0,1,14770.59,0
9449,15009449,Jones,368,France,Female,63,2,198052.42,3,1,0,103004.2,1
9450,15009450,Jones,576,Germany,Female,32,7,78542.53,2,0,1,66963.77,0
9451,15009451,Johnson,760,Germany,Female,33,2,135721.8,1,1,1,110023.4,0
9452,15009452,Martinez,784,Spain,Male,62,5,87355.57,2,0,1,52116.36,1
9453,15009453,Garcia,490,Spain,Female,35,8,150629.7,2,0,0,121279.4,1
9454,15009454,Martinez,729,Spain,Male,34,6,188709.01,1,1,0,132719.28,0
9455,15009455,Rodriguez,544,Spain,Female,68,10,108505.36,3,0,1,76286.23,0
9456,15009456,Brown,637,France,Female,33,4,60234.1,2,0,0,115913.27,0
9457,15009457,Miller,563,Germany,Female,68,0,89991.9,1,1,0,116100.04,0
9458,15009458,Williams,780,Germany,Female,27,5,78466.57,1,0,0,38596.09,0
9459,15009459,Miller,578,France,Male,36,2,159614.11,1,1,0,143883.6,1
9460,15009460,Rodriguez,747,France,Female,46,3,163499.53,2,1,0,16974.55,1
9461,15009461,Rodriguez,609,France,Male,64,7,191979.04,2,1,0,44444.2,1
9462,15009462,Smith,649,Spain,Male,20,4,15084.67,3,1,0,124859.37,0
9463,15009463,Davis,726,Spain,Female,24,6,155788.55,3,0,1,127632.94,0
9464,15009464,Jones,645,Germany,Female,21,1,65220.02,2,1,1,120589.56,0
9465,15009465,Miller,370,Spain,Female,49,3,113399.75,2,1,1,118029.68,0
9466,15009466,Johnson,714,Germany,Male,38,5,78623.59,3,1,0,115792.31,1
9467,15009467,Garcia,596,France,Male,55,3,79257.61,3,0,0,131195.59,1
9468,15009468,Johnson,425,Spain,Male,34,7,60135.22,2,1,1,87577.49,1
9469,15009469,Williams,496,France,Male,24,3,58908.04,1,0,0,80450.55,0
9470,15009470,Jones,577,Germany,Female,20,2,104626.46,1,0,0,116221.83,0
9471,15009471,Martinez,694,Germany,Female,25,6,103665.33,1,0,1,13242.71,0
9472,15009472,Jones,651,Spain,Male,21,3,199090.27,1,0,0,31823.92,0
9473,15009473,Rodriguez,659,France,Male,69,1,59473.14,3,0,1,88068.66,0
9474,15009474,Jones,493,Spain,Female,48,4,58279.97,3,1,0,64458.69,1
9475,15009475,Miller,838,Germany,Female,58,1,120596.91,4,1,0,92087.57,1
9476,15009476,Williams,418,Germany,Female,34,5,8288.03,4,1,0,148132.39,0
9477,15009477,Jones,489,Germany,Female,47,5,94528.9,4,1,1,58041.14,1
9478,15009478,Williams,649,France,Female,41,7,4040.33,2,0,0,63052.63,0
9479,15009479,Brown,522,France,Male,25,3,121588.78,4,0,1,24229.38,0
9480,15009480,Johnson,762,France,Female,45,6,73511.72,4,1,0,27521.14,0
9481,15009481,Johnson,591,Spain,Male,24,6,73768.16,4,1,1,123960.88,0
9482,15009482,Davis,537,France,Female,33,2,187648.44,2,1,1,27638.16,0
9483,15009483,Brown,812,Germany,Female,35,9,62353.24,2,0,0,17561.37,1
9484,15009484,Smith,681,Germany,Male,49,9,4879.81,1,0,1,58182.68,0
9485,15009485,Martinez,847,France,Female,33,1,36649.29,1,1,1,19548.28,1
9486,15009486,Garcia,453,France,Male,63,8,140667.93,3,0,0,94957.18,0
9487,15009487,Rodriguez,559,Spain,Female,53,9,49496.56,4,1,0,21067.36,0
9488,15009488,Martinez,412,Spain,Female,20,0,140351.4,2,1,1,65636.73,1
9489,15009489,Smith,590,Germany,Male,53,1,77937.31,3,0,0,24885.69,1
9490,15009490,Rodriguez,751,France,Male,56,10,164562.23,2,1,1,28150.64,1
9491,15009491,Rodriguez,613,France,Female,47,1,54510.71,1,1,1,95430.47,0
9492,15009492,Davis,418,France,Female,63,1,42549.21,1,1,1,106802.41,1
9493,15009493,Martinez,659,France,Female,25,10,154517,3,0,1,132227.82,1
9494,15009494,Miller,798,Germany,Female,38,9,41488.42,4,1,1,130031.01,0
9495,15009495,Brown,550,Germany,Female,50,3,66736.48,3,0,1,41627.76,0
9496,15009496,Miller,613,France,Male,20,0,103410.61,4,0,1,98099.35,1
9497,15009497,Jones,772,Spain,Female,63,8,119348.24,1,0,1,125510.5,0
9498,15009498,Martinez,372,France,Female,42,0,10194.07,1,0,0,63600.49,1
9499,15009499,Johnson,707,Germany,Male,64,10,77673.34,3,0,1,87591.66,1
9500,15009500,Smith,754,France,Female,69,2,182257.54,2,1,1,24513.85,1
9501,15009501,Johnson,537,Spain,Female,60,7,26096.52,4,0,0,73863.88,0
9502,15009502,Martinez,483,Spain,Female,40,5,139624.43,2,0,1,148552.22,0
9503,15009503,Garcia,623,Spain,Female,41,2,41997.32,3,0,1,117317.99,0
9504,15009504,Garcia,704,France,Female,59,7,139970.59,4,1,0,108977.11,0
9505,15009505,Miller,683,Spain,Female,25,1,130273.81,1,1,0,92021.89,0
9506,15009506,Johnson,818,Spain,Male,45,8,9781.74,3,1,1,11575.92,1
9507,15009507,Williams,685,France,Female,28,4,25055.85,3,1,0,39151.06,1
9508,15009508,Jones,721,France,Female,40,3,49639.67,1,1,1,24366.14,1
9509,15009509,Garcia,524,Spain,Female,38,6,121705.99,1,0,1,56847.03,0
9510,15009510,Martinez,576,Germany,Male,29,6,100042.34,1,1,1,94367.22,0
9511,15009511,Miller,438,Spain,Male,27,0,35200.5,2,1,0,25047.17,1
9512,15009512,Jones,715,Spain,Male,70,1,147996.23,4,1,0,36498.46,0
9513,15009513,Martinez,426,Germany,Female,67,3,141514.16,3,1,1,142217.57,1
9514,15009514,Johnson,517,Germany,Male,67,2,61.91,2,1,1,40836.1,0
9515,15009515,Williams,659,Germany,Female,59,0,110076.83,4,1,0,78944.96,0
9516,15009516,Johnson,509,Germany,Female,28,4,91516.68,2,1,0,82605.83,1
9517,15009517,Johnson,650,Germany,Male,20,2,8103.71,3,0,0,77833.85,0
9518,15009518,Johnson,501,Spain,Female,42,6,162716.26,3,1,0,92804.31,0
9519,15009519,Johnson,547,Spain,Male,25,8,147657.85,4,0,1,124196.54,0
9520,15009520,Garcia,820,Germany,Male,44,5,65289.83,3,0,1,82791.91,0
9521,15009521,Garcia,553,France,Male,25,6,103105.38,1,0,0,67057.4,0
9522,15009522,Williams,735,Spain,Female,27,2,90236.02,1,1,0,77456.1,1
9523,15009523,Williams,564,Germany,Female,34,3,74040.02,2,0,0,94813.92,0
9524,15009524,Williams,759,Spain,Female,31,9,88887.67,1,0,1,26398.98,0
9525,15009525,Brown,654,France,Male,58,9,170773.89,3,1,0,78892.13,1
9526,15009526,Davis,451,Spain,Male,47,4,164478.91,1,1,1,82042.46,1
9527,15009527,Davis,419,Germany,Female,39,9,12852.24,2,0,0,106940.84,1
9528,15009528,Martinez,830,Spain,Male,63,6,127979.82,4,0,0,21665.25,1
9529,15009529,Garcia,630,Spain,Male,59,5,180351.58,2,0,0,110729.28,0
9530,15009530,Brown,470,Spain,Male,40,8,55272.43,3,1,1,149589.09,0
9531,15009531,Jones,846,Germany,Female,50,9,89998.28,2,1,0,77772.08,0
9532,15009532,Johnson,655,Spain,Male,66,2,48489.68,1,0,0,93694.49,1
9533,15009533,Miller,714,Germany,Female,47,4,151820.65,3,1,0,16151.09,1
9534,15009534,Rodriguez,460,Spain,Male,53,2,130732.15,3,0,0,26311.54,0
9535,15009535,Williams,769,Spain,Female,38,9,99456.95,2,0,1,57096.08,1
9536,15009536,Garcia,449,Spain,Female,67,5,133615.5,2,1,1,113072.45,1
9537,15009537,Rodriguez,510,Spain,Female,62,10,113366.03,1,1,0,28318.22,1
9538,15009538,Johnson,496,France,Female,31,1,86238.96,1,1,0,62123.73,1
9539,15009539,Brown,675,France,Male,42,0,33495.64,2,1,1,35263.67,1
9540,15009540,Rodriguez,821,France,Female,67,8,105608.86,4,0,1,45925.47,1
9541,15009541,Williams,480,Spain,Male,20,10,49269.2,1,0,1,39968.32,0
9542,15009542,Smith,420,Germany,Female,36,10,75648.93,2,1,0,18482.58,0
9543,15009543,Miller,376,Germany,Male,32,8,147892.92,1,0,1,64296,0
9544,15009544,Williams,671,Germany,Female,57,1,184364.96,3,0,1,68301.77,1
9545,15009545,Miller,440,Spain,Male,23,7,124353.31,2,1,1,139686.59,0
9546,15009546,Garcia,801,France,Female,31,7,66460.44,2,1,1,41166.66,0
9547,15009547,Smith,527,Germany,Female,65,8,155328.36,1,1,0,145796.97,1
9548,15009548,Jones,453,Germany,Male,31,5,109075.46,3,0,1,27272.27,0
9549,15009549,Johnson,474,Germany,Male,51,4,17820.74,1,1,1,90650.7,1
9550,15009550,Williams,406,Spain,Male,30,7,100420.39,2,0,0,89609.36,1
9551,15009551,Martinez,355,France,Female,20,9,53133.28,4,0,0,119596.91,1
9552,15009552,Jones,601,Spain,Male,18,3,33485.67,4,1,1,53524.41,0
9553,15009553,Miller,402,Germany,Female,56,0,1739.46,1,0,0,59991.11,1
9554,15009554,Smith,713,France,Female,21,1,187171.87,4,1,0,53914.81,1
9555,15009555,Garcia,548,Germany,Female,46,1,122901.01,1,0,1,142298.67,1
9556,15009556,Jones,382,France,Male,37,8,171746.45,1,0,0,37059.25,0
9557,15009557,Martinez,795,France,Male,23,9,5706.73,1,1,0,40865.74,1
9558,15009558,Johnson,755,Spain,Male,26,3,12062.87,1,1,1,67094.21,0
9559,15009559,Miller,531,Germany,Male,37,10,169421.05,3,1,1,129009,0
9560,15009560,Davis,629,France,Female,48,10,28443.38,3,0,0,69028.4,0
9561,15009561,Brown,448,Germany,Male,57,8,182598.47,2,1,1,91514.18,1
9562,15009562,Davis,451,Spain,Male,46,6,61165.52,3,0,1,116002.04,1
9563,15009563,Rodriguez,389,Germany,Female,46,3,109095.69,3,0,0,149277.73,1
9564,15009564,Jones,444,Germany,Female,68,6,198658.86,1,0,0,121362.4,0
9565,15009565,Rodriguez,650,Spain,Female,22,2,80217.59,1,0,0,28601.34,0
9566,15009566,Johnson,438,Spain,Female,63,3,87612.34,2,0,1,41891.14,1
9567,15009567,Jones,771,Spain,Male,47,6,83466.17,2,0,1,41214.67,0
9568,15009568,Jones,471,Germany,Female,35,6,145269.56,3,1,1,59010.9,0
9569,15009569,Garcia,607,Germany,Female,32,4,51235.75,1,0,0,75138.93,0
9570,15009570,Miller,624,France,Female,56,5,147375.92,2,1,1,43907.1,0
9571,15009571,Brown,586,France,Female,57,5,155520.62,1,0,0,124348.26,0
9572,15009572,Miller,607,France,Male,65,9,87183.22,3,1,0,55570.23,1
9573,15009573,Brown,463,Spain,Male,24,9,190948.98,3,0,1,88363.38,0
9574,15009574,Miller,441,France,Male,28,4,110941.83,2,1,0,11759.46,1
9575,15009575,Rodriguez,846,Germany,Female,63,5,12407.3,2,0,0,89974.37,1
9576,15009576,Martinez,701,Spain,Male,34,10,179230.93,3,1,0,13323.86,0
9577,15009577,Smith,770,Germany,Female,29,7,140845.95,3,0,0,96684.65,1
9578,15009578,Williams,758,Germany,Female,28,0,75570.31,2,0,0,92119.6,0
9579,15009579,Smith,811,Germany,Female,28,0,118394.45,3,0,1,122885,1
9580,15009580,Brown,829,Germany,Female,64,9,72439.88,2,0,0,16598.42,0
9581,15009581,Brown,647,Germany,Female,47,9,7811.78,1,1,1,83346.62,0
9582,15009582,Smith,797,Germany,Male,40,8,162108.21,2,1,1,80167.31,0
9583,15009583,Jones,614,Germany,Female,24,10,8655.83,2,0,0,95461.46,0
9584,15009584,Jones,708,France,Female,20,1,57577.72,3,0,1,13128.93,1
9585,15009585,Williams,642,France,Male,67,10,175034.99,1,0,0,52093.36,0
9586,15009586,Jones,455,Germany,Male,51,4,162816.09,4,0,0,60035.67,0
9587,15009587,Garcia,718,Germany,Female,31,4,170983.01,4,1,1,81862.9,1
9588,15009588,Brown,459,Germany,Male,36,9,14801.61,3,0,0,23504.84,1
9589,15009589,Garcia,636,France,Male,60,6,139197.11,2,1,1,98277.17,0
9590,15009590,Jones,531,France,Male,40,2,193665.91,2,0,1,68951.94,1
9591,15009591,Miller,605,France,Male,61,10,192730.17,4,1,0,145210.7,0
9592,15009592,Brown,425,Spain,Female,42,0,169788.08,3,1,0,86435.87,0
9593,15009593,Garcia,577,France,Male,39,3,31455.33,3,0,1,20905.97,1
9594,15009594,Johnson,443,Germany,Female,47,5,3095.47,3,1,0,57033.3,1
9595,15009595,Williams,491,Spain,Male,29,0,73519.37,3,0,0,67304.4,0
9596,15009596,Garcia,693,Spain,Male,31,6,97446.76,4,1,0,63952.14,0
9597,15009597,Miller,477,Spain,Male,24,10,20694.43,2,0,0,109586.74,1
9598,15009598,Garcia,421,Spain,Male,55,5,11487.36,4,0,0,127483.68,1
9599,15009599,Martinez,689,France,Male,56,8,179076.09,1,0,0,94988.43,0
9600,15009600,Jones,515,Spain,Female,63,10,199821.93,2,0,1,68587.59,0
9601,15009601,Rodriguez,671,France,Male,39,3,15503.3,1,1,1,100802.47,1
9602,15009602,Garcia,628,Germany,Male,23,7,175213.18,3,0,0,49096.82,1
9603,15009603,Miller,621,Germany,Female,27,2,100798.21,1,1,0,61650.94,0
9604,15009604,Martinez,464,France,Male,48,10,117701.41,2,1,0,58859.2,0
9605,15009605,Johnson,405,Spain,Female,56,2,67682.74,3,1,1,130893.42,0
9606,15009606,Garcia,551,Germany,Female,67,10,86020,2,0,1,116833.59,0
9607,15009607,Jones,369,Germany,Male,20,6,162220.04,1,1,1,44965.94,1
9608,15009608,Rodriguez,561,Germany,Male,28,9,36846.85,2,0,0,35349.98,1
9609,15009609,Garcia,544,France,Male,35,10,84094.05,3,0,0,57928.8,1
9610,15009610,Martinez,783,Germany,Female,38,10,59807.67,3,1,0,80054.34,0
9611,15009611,Johnson,685,France,Female,20,2,107410.68,1,1,0,45360.95,1
9612,15009612,Miller,753,Germany,Female,42,7,160288.08,3,1,0,97794.9,0
9613,15009613,Brown,703,Germany,Female,19,2,102923.64,1,1,0,86045.26,0
9614,15009614,Garcia,513,Spain,Female,54,7,98090.39,4,0,1,73452.52,1
9615,15009615,Jones,388,France,Male,31,2,8722.16,4,0,1,128448.84,0
9616,15009616,Brown,588,Spain,Female,35,10,3703.34,4,0,1,48133.61,1
9617,15009617,Miller,397,France,Female,23,1,84459.66,1,1,0,26043.77,0
9618,15009618,Martinez,653,Germany,Male,56,9,46368.72,4,1,0,26628.44,0
9619,15009619,Williams,681,Germany,Male,27,5,126726.54,3,0,1,105930.34,0
9620,15009620,Johnson,520,Spain,Female,25,9,29708.86,4,0,1,12851.3,1
9621,15009621,Garcia,466,France,Female,20,9,9449.99,3,1,1,65709.67,0
9622,15009622,Davis,650,Spain,Female,26,1,178288.11,2,0,0,104479.14,1
9623,15009623,Rodriguez,767,Spain,Male,68,6,180625.68,3,1,1,61681.74,1
9624,15009624,Martinez,380,Spain,Female,49,7,34387.19,2,0,0,135691.98,0
9625,15009625,Johnson,549,France,Male,52,3,148198.51,2,0,0,90657.6,0
9626,15009626,Davis,828,Germany,Female,54,1,56061.2,2,1,1,10350.37,0
9627,15009627,Smith,630,Spain,Female,64,1,125872.49,1,1,0,106097.65,0
9628,15009628,Brown,598,France,Male,26,8,81617.15,1,1,1,53980.81,1
9629,15009629,Jones,714,Spain,Female,45,3,67121.28,3,1,1,29205.36,0
9630,15009630,Smith,822,Germany,Female,61,10,66624.83,3,0,1,83615.86,1
9631,15009631,Davis,603,France,Female,36,0,69343.37,1,1,1,72301.66,1
9632,15009632,Rodriguez,479,Spain,Female,47,1,20750.64,3,0,0,29398.57,1
9633,15009633,Jones,734,France,Female,54,7,167043.22,4,1,1,88009.22,1
9634,15009634,Garcia,799,France,Female,54,8,9891.65,1,0,0,41162.29,0
9635,15009635,Martinez,847,France,Male,46,6,111874.13,1,1,0,55132.39,1
9636,15009636,Williams,593,Germany,Male,25,5,34575.85,4,0,1,51582.76,1
9637,15009637,Davis,415,Spain,Female,62,5,98476.64,4,1,0,20412.65,0
9638,15009638,Smith,648,Germany,Female,58,1,162707.09,2,1,1,129581.32,1
9639,15009639,Martinez,711,France,Male,39,3,76396.1,4,0,1,119001.99,0
9640,15009640,Jones,827,France,Male,59,6,85178.28,4,1,1,15345.16,1
9641,15009641,Martinez,573,Germany,Male,54,2,37204.27,1,1,1,128159.18,0
9642,15009642,Williams,468,Germany,Female,68,6,83989.12,2,1,0,76845.85,0
9643,15009643,Brown,370,Germany,Female,61,7,8133.16,4,0,1,36666.52,1
9644,15009644,Williams,830,Germany,Female,24,10,188009.49,4,1,0,24163.37,0
9645,15009645,Williams,671,Germany,Male,40,6,172629.47,1,1,1,148949.89,0
9646,15009646,Davis,648,Germany,Male,31,7,12665.03,1,1,1,97156.25,0
9647,15009647,Miller,528,Spain,Female,30,10,74553.58,3,0,1,107888.74,1
9648,15009648,Jones,462,Spain,Male,32,10,136400.03,4,0,1,16964.82,1
9649,15009649,Rodriguez,801,Germany,Female,25,8,57245.99,3,1,0,135079.16,1
9650,15009650,Johnson,509,Germany,Male,31,9,150628.35,2,0,1,91328.7,0
9651,15009651,Smith,656,Germany,Female,52,5,82587.51,2,1,0,111741.5,0
9652,15009652,Smith,654,Spain,Female,52,4,127100.13,3,0,0,62451.62,1
9653,15009653,Smith,785,Spain,Female,66,8,1883.16,3,1,0,107474.13,1
9654,15009654,Garcia,496,Spain,Male,30,7,65315.03,4,1,0,16386.7,0
9655,15009655,Smith,629,Germany,Female,63,5,109326.42,4,0,1,37896.05,0
9656,15009656,Brown,713,Spain,Male,23,6,47795.74,2,0,0,132668.07,1
9657,15009657,Miller,350,Germany,Male,70,10,45009.28,2,0,1,101060.28,1
9658,15009658,Williams,576,France,Male,29,3,122491.27,1,1,1,33644.11,1
9659,15009659,Williams,646,France,Female,19,5,144799.11,4,0,1,107064.12,1
9660,15009660,Johnson,526,Germany,Male,51,6,126297.55,3,1,0,35106.7,0
9661,15009661,Martinez,781,France,Female,28,6,128040.79,3,1,1,82877.32,0
9662,15009662,Jones,619,Germany,Male,47,4,186135.18,4,0,0,134329.5,0
9663,15009663,Johnson,554,France,Female,57,8,8554.21,4,1,1,135831.05,0
9664,15009664,Martinez,727,Spain,Male,37,3,168100.82,1,0,1,111823.35,0
9665,15009665,Williams,487,France,Male,43,1,88746.91,2,1,0,99768.98,0
9666,15009666,Jones,804,Spain,Female,66,9,35592.03,1,1,1,17894.22,0
9667,15009667,Smith,549,France,Male,62,4,72886.72,2,0,0,107454.62,1
9668,15009668,Martinez,731,Spain,Female,33,6,42938.1,3,0,0,89709.51,1
9669,15009669,Williams,834,France,Female,62,4,83223.85,3,1,1,30808.85,0
9670,15009670,Miller,432,Spain,Female,57,9,38125.08,3,0,0,147241.34,0
9671,15009671,Rodriguez,622,Spain,Male,70,8,110184.7,2,0,0,48132.02,1
9672,15009672,Rodriguez,783,France,Female,34,6,12713.6,2,0,0,56089.67,0
9673,15009673,Garcia,814,Germany,Female,39,8,129919.9,2,1,0,138966.83,0
9674,15009674,Miller,488,France,Male,61,4,158994.43,4,1,0,85823.68,0
9675,15009675,Rodriguez,447,Germany,Female,44,9,190253.26,1,1,0,33805.68,1
9676,15009676,Smith,457,Germany,Male,41,5,105764.33,2,1,0,43822.39,0
9677,15009677,Garcia,735,Spain,Male,38,2,56266.16,2,0,0,86044.64,1
9678,15009678,Garcia,501,France,Female,28,3,142407.7,3,0,1,52544.74,0
9679,15009679,Rodriguez,579,Spain,Female,24,9,77577.54,4,1,0,81512.64,1
9680,15009680,Garcia,364,Germany,Male,30,6,170970.19,1,0,1,96774.53,0
9681,15009681,Jones,708,Spain,Male,42,0,29243.67,4,1,1,129521.8,1
9682,15009682,Smith,656,France,Female,29,10,36380.23,4,0,1,100158.03,0
9683,15009683,Garcia,462,Germany,Male,30,3,128075.59,4,0,0,13290.61,1
9684,15009684,Martinez,540,France,Male,40,8,70885.54,3,1,0,43478.72,0
9685,15009685,Davis,812,Germany,Female,61,4,186268.2,4,0,1,86403.85,1
9686,15009686,Miller,460,France,Female,27,0,188136.65,3,1,0,102726.54,1
9687,15009687,Rodriguez,612,France,Male,64,6,72073.65,2,0,0,11544.4,1
9688,15009688,Garcia,843,Germany,Female,31,2,153477.85,4,1,0,12614.51,1
9689,15009689,Garcia,838,Spain,Male,39,0,31863.35,2,0,1,97055.98,0
